id,episode,action,target,param,goal_status,dist_bucket_before,dist_bucket_after,mob_hp_before,mob_hp_after,mob_hp_bucket_before,mob_hp_bucket_after,damage_dealt,own_hp_before,own_hp_after,own_hp_bucket_before,own_hp_bucket_after,damage_taken,hit_landed
11,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
12,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
13,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
14,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
15,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
16,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
17,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
18,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
19,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,1.5200028,,CRITICAL,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
20,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
21,2,RETREAT,mob1,,NOT APPLICABLE,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
22,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
23,2,RETREAT,mob1,,NOT APPLICABLE,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
24,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,FAR,OUT_OF_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
25,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,OUT_OF_REACH,OUT_OF_REACH,20.0,17.36,HIGH,HIGH,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
26,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,OUT_OF_REACH,IN_REACH,17.36,17.36,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
27,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
28,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,14.720001,14.720001,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
29,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
30,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
31,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
32,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
33,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
34,2,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.500003,151.0,1.5360126>",IN_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
35,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
36,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
37,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,1.5200028,,CRITICAL,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
38,3,RETREAT,mob1,,NOT APPLICABLE,UNSEEN,UNSEEN,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
39,3,RETREAT,mob1,,NOT APPLICABLE,UNSEEN,UNSEEN,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
40,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,UNSEEN,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,16.0,HIGH,HIGH,4.0,false
41,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,16.0,16.0,HIGH,HIGH,0.0,false
42,3,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.490042,151.0,17.809555>",IN_REACH,OUT_OF_REACH,20.0,20.0,HIGH,HIGH,0.0,16.0,18.0,HIGH,HIGH,-2.0,false
43,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,OUT_OF_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,18.0,20.0,HIGH,HIGH,-2.0,false
44,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
45,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
46,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,14.720001,14.720001,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
47,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
48,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
49,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
50,3,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.500749,150.9375,19.538353>",IN_REACH,IN_REACH,6.8000026,6.8000026,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
51,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,6.8000026,6.8000026,LOW,LOW,0.0,20.0,16.0,HIGH,HIGH,4.0,false
52,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,16.0,18.0,HIGH,HIGH,-2.0,true
53,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,18.0,20.0,HIGH,HIGH,-2.0,true
54,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,1.5200028,,CRITICAL,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
55,4,RETREAT,mob1,,NOT APPLICABLE,UNSEEN,UNSEEN,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
56,4,RETREAT,mob1,,NOT APPLICABLE,UNSEEN,UNSEEN,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
57,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
58,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
59,4,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,FAR,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
60,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,20.0,17.0,HIGH,HIGH,3.0,true
61,4,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,17.36,17.36,HIGH,HIGH,0.0,17.0,17.0,HIGH,HIGH,0.0,false
62,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,17.0,19.0,HIGH,HIGH,-2.0,true
63,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,19.0,20.0,HIGH,HIGH,-1.0,true
64,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
65,4,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,9.440002,9.440002,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
66,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
67,4,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,6.8000026,6.8000026,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
68,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
69,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
70,4,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,1.5200028,0.0,CRITICAL,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
71,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
72,5,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,FAR,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,15.0,HIGH,HIGH,5.0,false
73,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,15.0,17.0,HIGH,HIGH,-2.0,true
74,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,17.0,19.0,HIGH,HIGH,-2.0,true
75,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,19.0,20.0,HIGH,HIGH,-1.0,true
76,5,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
77,5,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.496193,151.0,7.527734>",IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
78,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
79,5,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,9.440002,9.440002,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
80,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
81,5,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,6.8000026,6.8000026,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
82,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
83,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
84,5,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,1.5200028,,CRITICAL,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
85,6,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,UNSEEN,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,16.0,HIGH,HIGH,4.0,false
86,6,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,16.0,18.0,HIGH,HIGH,-2.0,true
87,6,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,18.0,20.0,HIGH,HIGH,-2.0,true
88,6,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,OUT_OF_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
89,6,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,OUT_OF_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,20.0,15.0,HIGH,HIGH,5.0,false
90,6,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,15.0,16.0,HIGH,HIGH,-1.0,false
91,6,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,16.0,18.0,HIGH,HIGH,-2.0,true
92,6,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,18.0,15.0,HIGH,HIGH,3.0,true
93,6,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,15.0,16.5,HIGH,HIGH,-1.5,true
94,6,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,4.1600027,4.1600027,CRITICAL,CRITICAL,0.0,16.5,16.5,HIGH,HIGH,0.0,false
95,6,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,16.5,12.166666,HIGH,MEDIUM,4.333334,true
96,6,RETREAT,mob1,,"SUCCESS. Solved by move_to <5.9407644,151.0,7.922987>",IN_REACH,IN_REACH,1.5200028,1.5200028,CRITICAL,CRITICAL,0.0,12.166666,12.166666,MEDIUM,MEDIUM,0.0,false
97,6,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,1.5200028,1.5200028,CRITICAL,CRITICAL,0.0,12.166666,12.333333,MEDIUM,MEDIUM,-0.16666698,false
98,6,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,1.5200028,,CRITICAL,DEAD,1.5200028,12.333333,12.666667,MEDIUM,MEDIUM,-0.33333397,true
99,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
100,7,RETREAT,mob1,,NOT APPLICABLE,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
101,7,RETREAT,mob1,,NOT APPLICABLE,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
102,7,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,FAR,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,15.0,HIGH,HIGH,5.0,false
103,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,15.5,HIGH,HIGH,4.5,15.0,17.0,HIGH,HIGH,-2.0,true
104,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,15.5,12.860001,HIGH,MEDIUM,2.6399994,17.0,19.0,HIGH,HIGH,-2.0,true
105,7,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,12.860001,12.860001,MEDIUM,MEDIUM,0.0,19.0,20.0,HIGH,HIGH,-1.0,false
106,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.860001,10.220001,MEDIUM,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
107,7,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,10.220001,10.220001,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
108,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,10.220001,7.5800014,MEDIUM,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
109,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,7.5800014,4.9400015,LOW,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
110,7,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.51123,151.0,12.866566>",IN_REACH,IN_REACH,4.9400015,4.9400015,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
111,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.9400015,4.9400015,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
112,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.9400015,2.3000016,CRITICAL,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
113,7,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.503804,151.0,15.702229>",IN_REACH,OUT_OF_REACH,2.3000016,2.3000016,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
114,7,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.500255,150.9375,17.412926>",OUT_OF_REACH,IN_REACH,2.3000016,2.3000016,CRITICAL,CRITICAL,0.0,20.0,15.0,HIGH,HIGH,5.0,false
115,7,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,2.3000016,,CRITICAL,DEAD,2.3000016,15.0,17.0,HIGH,HIGH,-2.0,true
116,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
117,8,RETREAT,mob1,,NOT APPLICABLE,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
118,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
119,8,RETREAT,mob1,,NOT APPLICABLE,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
120,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,FAR,OUT_OF_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
121,8,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.499558,151.0,2.9057617>",IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
122,8,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
123,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
124,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
125,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
126,8,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.499902,151.0,3.3042002>",IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
127,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,OUT_OF_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
128,8,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,OUT_OF_REACH,IN_REACH,9.440002,9.440002,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
129,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
130,8,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,6.8000026,6.8000026,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
131,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,LOW,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
132,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,CRITICAL,CRITICAL,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
133,8,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,1.5200028,1.5200028,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
134,8,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,1.5200028,1.5200028,CRITICAL,CRITICAL,0.0,20.0,20.0,HIGH,HIGH,0.0,false
135,8,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,1.5200028,0.0,CRITICAL,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
136,9,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,UNSEEN,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,11.0,HIGH,MEDIUM,9.0,false
137,9,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,11.0,13.0,MEDIUM,MEDIUM,-2.0,true
138,9,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,13.0,15.0,MEDIUM,HIGH,-2.0,true
139,9,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,15.0,17.0,HIGH,HIGH,-2.0,true
140,9,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,9.440002,MEDIUM,LOW,2.6399994,17.0,19.0,HIGH,HIGH,-2.0,true
141,9,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.528983,151.0,15.432907>",IN_REACH,IN_REACH,9.440002,9.440002,LOW,LOW,0.0,19.0,19.0,HIGH,HIGH,0.0,false
142,9,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
