episode,tick,phase,goal_status,own_hp,own_x,own_y,own_z,mob_hp,mob_x,mob_y,mob_z,dist
1,1,equip,SUCCESS. Solved by select iron_sword,20.0,10.5,151.0,4.5,,,,,
1,2,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,,,,
1,3,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.51709,151.0,13.587402,9.087418556213379
1,4,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.514404,151.0,13.244873,8.744884490966797
1,5,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.503418,151.0,10.846924,6.346924781799316
1,6,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,7.5,,10.501709,151.0,9.476807,1.9768073558807373
1,7,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,7.5,,10.501709,151.0,9.476807,1.9768073558807373
1,8,ATTACK,INPROGRESS,20.0,10.5,151.0,7.5,,10.501465,151.0,9.134277,1.6342780590057373
1,9,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,7.5,,10.500869,151.0,9.720642,2.220642328262329
1,10,RETREAT,"SUCCESS. Solved by move_to <10.498522,151.0,3.720643>",20.0,10.5,151.0,5.5898814,,10.5003805,151.0,8.353943,2.764061450958252
1,11,ATTACK,INPROGRESS,20.0,10.5,151.0,5.5898814,,10.5003805,151.0,8.353943,2.764061450958252
1,12,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,5.5898814,,10.500321,151.0,8.600471,3.010589122772217
1,13,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,5.5898814,,10.500321,151.0,8.600471,3.010589122772217
1,14,ATTACK,INPROGRESS,20.0,10.5,151.0,5.5898814,,10.500321,151.0,8.600471,3.010589122772217
1,15,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,5.5898814,,10.499907,151.0,8.847392,3.2575106620788574
1,16,ATTACK,INPROGRESS,20.0,10.5,151.0,5.5898814,,10.499907,151.0,8.847392,3.2575106620788574
1,17,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,5.5898814,,10.500077,151.0,9.095018,3.5051369667053223
1,18,ATTACK,INPROGRESS,20.0,10.5,151.0,5.5898814,,10.500077,151.0,9.095018,3.5051369667053223
1,19,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,5.5898814,,10.500014,151.0,9.342646,3.7527642250061035
1,20,ATTACK,INPROGRESS,20.0,10.5,151.0,5.5898814,,10.500014,151.0,9.342646,3.7527642250061035
1,21,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,5.5898814,,10.499999,151.0,9.590029,4.000147342681885
1,22,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,6.40486,,10.499999,151.0,8.906923,2.502063274383545
1,23,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,6.40486,,10.499999,151.0,8.906923,2.502063274383545
1,24,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,6.40486,,10.499999,151.0,8.564394,2.159533977508545
1,25,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,6.40486,,10.499999,151.0,8.564394,2.159533977508545
1,26,ATTACK,INPROGRESS,20.0,10.5,151.0,6.40486,,10.499999,151.0,8.564394,2.159533977508545
1,27,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,6.40486,,10.499999,151.0,8.810173,2.405313014984131
1,28,ATTACK,INPROGRESS,20.0,10.5,151.0,6.40486,,10.499999,151.0,8.810173,2.405313014984131
1,29,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,6.40486,,,,,
2,1,equip,SUCCESS. Solved by select iron_sword,20.0,10.5,151.0,4.5,,,,,
2,2,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,,,,
2,3,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.519287,151.0,13.9296875,9.429707527160645
2,4,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.51709,151.0,13.587402,9.087418556213379
2,5,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.505371,151.0,11.532227,7.032228469848633
2,6,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.504639,151.0,11.189453,6.689455032348633
2,7,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.501465,151.0,9.134277,4.63427734375
2,8,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.501221,151.0,8.791504,4.29150390625
2,9,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.500751,151.0,9.378074,4.878073692321777
2,10,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.500751,151.0,9.038474,4.538474082946777
2,11,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.500262,151.0,6.9837866,2.4837865829467773
2,12,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.500262,151.0,6.9837866,2.4837865829467773
2,13,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.500159,151.0,7.2295012,2.729501247406006
2,14,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,4.5,,10.499915,151.0,6.888437,2.388436794281006
2,15,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.499915,151.0,6.888437,2.388436794281006
2,16,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.500081,151.0,7.1345415,2.6345415115356445
2,17,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.500081,151.0,7.1345415,2.6345415115356445
2,18,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.500017,151.0,7.382169,2.882168769836426
2,19,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.500017,151.0,7.382169,2.882168769836426
2,20,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.499997,151.0,7.628229,3.1282291412353516
2,21,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,10.499997,151.0,7.2886295,2.7886295318603516
2,22,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,4.5,,10.499997,151.0,7.8756123,3.375612258911133
2,23,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,4.5,,10.499997,151.0,7.5360126,3.036012649536133
2,24,RETREAT,"SUCCESS. Solved by move_to <10.500003,151.0,1.5360126>",20.0,10.5,151.0,3.6850214,,10.499997,151.0,7.1939716,3.5089502334594727
2,25,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,151.0,3.6850214,,10.499997,151.0,6.8514423,3.1664209365844727
2,26,ATTACK,INPROGRESS,20.0,10.5,151.0,3.6850214,,10.499997,151.0,6.8514423,3.1664209365844727
2,27,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,3.6850214,,10.499997,151.0,7.0982533,3.41323184967041
2,28,ATTACK,INPROGRESS,20.0,10.5,151.0,3.6850214,,10.499997,151.0,7.0982533,3.41323184967041
2,29,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,151.0,3.6850214,,10.499997,151.0,8.704519,5.019497871398926
3,1,equip,SUCCESS. Solved by select iron_sword,20.0,10.5,151.0,4.5,,,,,
3,2,APPROACH,SUCCESS. Solved by move_to mob1,16.0,10.5,151.0,13.5,,10.504395,151.0,11.98584,1.5141664743423462
3,3,APPROACH,SUCCESS. Solved by move_to mob1,16.0,10.5,151.0,13.5,,10.503906,151.0,11.80957,1.690434217453003
3,4,RETREAT,"SUCCESS. Solved by move_to <10.490042,151.0,17.809555>",18.0,10.5,150.9375,17.371809,,10.4313965,151.0,12.041992,5.330625057220459
3,5,ATTACK,INPROGRESS,18.0,10.5,150.9375,17.371809,,10.46167,151.0,12.376953,4.995393753051758
3,6,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,150.9375,17.371809,,10.489502,151.0,14.430176,2.9423158168792725
3,7,ATTACK,INPROGRESS,20.0,10.5,150.9375,17.371809,,10.489502,151.0,14.430176,2.9423158168792725
3,8,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,150.9375,17.371809,,10.494095,151.0,14.18631,3.186117649078369
3,9,ATTACK,INPROGRESS,20.0,10.5,150.9375,17.371809,,10.494095,151.0,14.18631,3.186117649078369
3,10,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,150.9375,17.371809,,10.496386,151.0,13.93867,3.4337096214294434
3,11,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,150.9375,16.5,,10.497118,151.0,14.620067,1.8809741735458374
3,12,ATTACK,INPROGRESS,20.0,10.5,150.9375,16.5,,10.497118,151.0,14.620067,1.8809741735458374
3,13,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,150.9375,16.5,,10.498031,151.0,14.036541,2.464252471923828
3,14,ATTACK,INPROGRESS,20.0,10.5,150.9375,16.5,,10.498275,151.0,14.373455,2.1274638175964355
3,15,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,150.9375,16.5,,10.498846,151.0,13.78598,2.7147395610809326
3,16,ATTACK,INPROGRESS,20.0,10.5,150.9375,16.5,,10.498846,151.0,13.78598,2.7147395610809326
3,17,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,150.9375,16.5,,10.49927,151.0,13.538352,2.9623074531555176
3,18,RETREAT,"SUCCESS. Solved by move_to <10.500749,150.9375,19.538353>",20.0,10.5,151.0,19.5,,10.499759,151.0,14.905051,4.594948768615723
3,19,APPROACH,SUCCESS. Solved by move_to mob1,16.0,10.5,150.9375,16.5,,10.500003,150.9375,16.604515,0.10451507568359375
3,20,ATTACK,INPROGRESS,16.0,10.5,150.9375,16.5,,10.500003,150.9375,16.604515,0.10451507568359375
3,21,ATTACK,SUCCESS. Solved by wait 20,18.0,10.5,150.9375,16.5,,10.586606,151.0,18.882664,2.385056257247925
3,22,ATTACK,INPROGRESS,18.0,10.5,150.9375,16.5,,10.586606,151.0,18.882664,2.385056257247925
3,23,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,150.9375,16.5,,10.590061,151.0,18.851614,2.3541676998138428
3,24,ATTACK,INPROGRESS,20.0,10.5,150.9375,16.5,,10.590061,151.0,18.851614,2.3541676998138428
3,25,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,150.9375,16.5,,,,,
4,1,equip,SUCCESS. Solved by select iron_sword,20.0,10.5,151.0,4.5,,,,,
4,2,ATTACK,INPROGRESS,20.0,10.5,151.0,4.5,,,,,
