id,episode,action,target,param,goal_status,dist_bucket_before,dist_bucket_after,mob_hp_before,mob_hp_after,mob_hp_bucket_before,mob_hp_bucket_after,damage_dealt,own_hp_before,own_hp_after,own_hp_bucket_before,own_hp_bucket_after,damage_taken,hit_landed
11,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,MEDIUM,MEDIUM,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
12,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,OUT_OF_REACH,6.8000026,4.1600027,MEDIUM,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
13,1,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.500999,150.9375,17.66713>",OUT_OF_REACH,OUT_OF_REACH,4.1600027,4.1600027,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
14,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,OUT_OF_REACH,IN_REACH,4.1600027,4.1600027,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
15,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
16,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,1.5200028,,LOW,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
17,2,RETREAT,mob1,,NOT APPLICABLE,UNSEEN,UNSEEN,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
18,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
19,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,FAR,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,15.0,HIGH,HIGH,5.0,false
20,2,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.474606,151.0,5.303787>",IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,15.0,17.0,HIGH,HIGH,-2.0,false
21,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,17.0,19.0,HIGH,HIGH,-2.0,false
22,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,19.0,19.0,HIGH,HIGH,0.0,false
23,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,19.0,20.0,HIGH,HIGH,-1.0,true
24,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,HIGH,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
25,2,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.499377,151.0,3.448022>",IN_REACH,IN_REACH,14.720001,14.720001,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
26,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,HIGH,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
27,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,OUT_OF_REACH,12.080002,9.440002,MEDIUM,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
28,2,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.500028,151.0,3.2569685>",OUT_OF_REACH,IN_REACH,9.440002,9.440002,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
29,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,OUT_OF_REACH,9.440002,6.8000026,MEDIUM,MEDIUM,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
30,2,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.499982,151.0,3.503273>",OUT_OF_REACH,IN_REACH,6.8000026,6.8000026,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
31,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,6.8000026,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
32,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,MEDIUM,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
33,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
34,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,UNSEEN,1.5200028,,LOW,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
35,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,UNSEEN,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
36,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,UNSEEN,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
37,3,RETREAT,mob1,,NOT APPLICABLE,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
38,3,RETREAT,mob1,,NOT APPLICABLE,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
39,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,FAR,FAR,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
40,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,FAR,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
41,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,20.0,HIGH,HIGH,0.0,false
42,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
43,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,17.36,14.720001,HIGH,HIGH,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
44,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,14.720001,12.080002,HIGH,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
45,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,9.440002,MEDIUM,MEDIUM,2.6399994,20.0,20.0,HIGH,HIGH,0.0,true
46,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,9.440002,6.8000026,MEDIUM,MEDIUM,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
47,3,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.499671,151.0,5.1297026>",IN_REACH,IN_REACH,6.8000026,6.8000026,MEDIUM,MEDIUM,0.0,20.0,20.0,HIGH,HIGH,0.0,false
48,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,6.8000026,4.1600027,MEDIUM,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
49,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,4.1600027,1.5200028,LOW,LOW,2.6399999,20.0,20.0,HIGH,HIGH,0.0,true
50,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,1.5200028,1.5200028,LOW,LOW,0.0,20.0,20.0,HIGH,HIGH,0.0,false
51,3,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,1.5200028,0.0,LOW,DEAD,1.5200028,20.0,20.0,HIGH,HIGH,0.0,true
