id,episode,action,target,param,goal_status,dist_bucket_before,dist_bucket_after,mob_hp_before,mob_hp_after,mob_hp_bucket_before,mob_hp_bucket_after,damage_dealt,own_hp_before,own_hp_after,own_hp_bucket_before,own_hp_bucket_after,damage_taken,hit_landed
11,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,OUT_OF_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,15.0,12.0,HIGH,MEDIUM,3.0,false
12,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,12.0,12.0,MEDIUM,MEDIUM,0.0,false
13,1,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.603262,150.9375,10.795164>",IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,12.0,14.0,MEDIUM,MEDIUM,-2.0,false
14,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,14.0,14.833333,MEDIUM,MEDIUM,-0.833333,false
15,1,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.437842,151.0,10.293877>",IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,14.833333,10.5,MEDIUM,MEDIUM,4.333333,false
16,1,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.488331,151.0,8.757123>",IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,10.5,10.5,MEDIUM,MEDIUM,0.0,false
17,1,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.49373,151.0,8.348408>",IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,10.5,11.0,MEDIUM,MEDIUM,-0.5,false
18,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,11.0,11.666666,MEDIUM,MEDIUM,-0.66666603,true
19,1,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.498226,151.0,8.027523>",IN_REACH,IN_REACH,17.36,17.36,HIGH,HIGH,0.0,11.666666,11.666666,MEDIUM,MEDIUM,0.0,false
20,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,OUT_OF_REACH,17.36,14.720001,HIGH,MEDIUM,2.6399994,11.666666,12.0,MEDIUM,MEDIUM,-0.33333397,true
21,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,OUT_OF_REACH,OUT_OF_REACH,14.720001,12.080002,MEDIUM,MEDIUM,2.6399994,12.0,12.333334,MEDIUM,MEDIUM,-0.33333397,true
22,1,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.499078,151.0,8.181616>",IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,12.333334,12.333334,MEDIUM,MEDIUM,0.0,false
23,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,12.333334,12.333334,MEDIUM,MEDIUM,0.0,false
24,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,12.333334,7.333334,MEDIUM,LOW,5.0,false
25,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,7.333334,7.333334,LOW,LOW,0.0,false
26,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,7.333334,7.333334,LOW,LOW,0.0,false
27,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,12.080002,12.080002,MEDIUM,MEDIUM,0.0,7.333334,7.333334,LOW,LOW,0.0,false
28,1,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,12.080002,7.580002,MEDIUM,LOW,4.5,7.333334,2.333334,LOW,CRITICAL,5.0,true
29,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,7.580002,7.580002,LOW,LOW,0.0,2.333334,2.333334,CRITICAL,CRITICAL,0.0,false
30,1,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,7.580002,7.580002,LOW,LOW,0.0,2.333334,2.333334,CRITICAL,CRITICAL,0.0,false
31,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,UNSEEN,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,16.0,HIGH,HIGH,4.0,false
32,2,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.361448,151.0,19.057463>",IN_REACH,OUT_OF_REACH,20.0,20.0,HIGH,HIGH,0.0,16.0,18.0,HIGH,HIGH,-2.0,false
33,2,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.518408,151.0,19.852716>",OUT_OF_REACH,OUT_OF_REACH,20.0,20.0,HIGH,HIGH,0.0,18.0,18.0,HIGH,HIGH,0.0,false
34,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,OUT_OF_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,18.0,19.0,HIGH,HIGH,-1.0,false
35,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,19.0,15.0,HIGH,HIGH,4.0,false
36,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,15.0,15.0,HIGH,HIGH,0.0,false
37,2,ATTACK,mob1,,SUCCESS. Solved by wait 20,IN_REACH,IN_REACH,20.0,17.36,HIGH,HIGH,2.6399994,15.0,17.0,HIGH,HIGH,-2.0,true
38,2,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.74289,150.9375,19.875618>",IN_REACH,OUT_OF_REACH,17.36,17.36,HIGH,HIGH,0.0,17.0,18.0,HIGH,HIGH,-1.0,false
39,2,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,17.36,17.36,HIGH,HIGH,0.0,18.0,18.0,HIGH,HIGH,0.0,false
40,2,RETREAT,mob1,,INPROGRESS,IN_REACH,UNSEEN,17.36,17.36,HIGH,HIGH,0.0,19.0,20.0,HIGH,DEAD,-1.0,false
41,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,UNSEEN,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,20.0,16.0,HIGH,HIGH,4.0,false
42,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,16.0,16.0,HIGH,HIGH,0.0,false
43,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,16.0,16.0,HIGH,HIGH,0.0,false
44,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,16.0,16.0,HIGH,HIGH,0.0,false
45,3,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.483576,151.0,17.922321>",IN_REACH,OUT_OF_REACH,20.0,20.0,HIGH,HIGH,0.0,16.0,18.0,HIGH,HIGH,-2.0,false
46,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,OUT_OF_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,18.0,19.0,HIGH,HIGH,-1.0,false
47,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,19.0,19.0,HIGH,HIGH,0.0,false
48,3,APPROACH,mob1,,SUCCESS. Solved by move_to mob1,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,19.0,14.0,HIGH,MEDIUM,5.0,false
49,3,RETREAT,mob1,,"SUCCESS. Solved by move_to <10.592421,150.9375,20.23543>",IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,14.0,11.0,MEDIUM,MEDIUM,3.0,false
50,3,RETREAT,mob1,,INPROGRESS,IN_REACH,IN_REACH,20.0,20.0,HIGH,HIGH,0.0,11.0,7.5,MEDIUM,DEAD,3.5,false
