episode,tick,phase,goal_status,own_hp,own_x,own_y,own_z,mob_hp,mob_x,mob_y,mob_z,dist
1,1,equip,SUCCESS. Solved by select iron_sword,20.0,10.5,66.0,4.5,,,,,
1,2,ATTACK,INPROGRESS,20.0,10.5,66.0,4.5,,,,,
1,3,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,66.0,4.5,,10.51709,66.0,13.587402,9.087418556213379
1,4,APPROACH,SUCCESS. Solved by move_to mob1,16.0,10.5,66.0,10.5,,10.502197,66.0,10.171631,0.32837650179862976
1,5,ATTACK,INPROGRESS,16.0,10.5,66.0,10.5,,10.502197,66.0,10.167236,0.3327709138393402
1,6,ATTACK,SUCCESS. Solved by wait 20,18.0,10.5,66.0,10.5,,10.461189,66.0,8.250515,2.249819755554199
1,7,RETREAT,"SUCCESS. Solved by move_to <10.5646925,66.0,14.249622>",19.0,10.5,66.0,13.5,,10.485847,66.0,9.617458,3.8825674057006836
1,8,ATTACK,INPROGRESS,19.0,10.5,66.0,13.5,,10.485847,66.0,9.617458,3.8825674057006836
1,9,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,66.0,13.5,,10.49252,66.0,9.371606,4.128400802612305
1,10,RETREAT,"SUCCESS. Solved by move_to <10.503391,66.0,15.371596>",20.0,10.5,66.0,14.314979,,10.494962,66.0,10.0549555,4.260025978088379
1,11,ATTACK,INPROGRESS,20.0,10.5,66.0,14.314979,,10.494962,66.0,10.0549555,4.260025978088379
1,12,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,66.0,14.314979,,10.496881,66.0,9.810897,4.504082679748535
1,13,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,66.0,12.683261,,10.497857,66.0,10.835067,1.8481953144073486
1,14,ATTACK,INPROGRESS,20.0,10.5,66.0,12.683261,,10.497857,66.0,10.835067,1.8481953144073486
1,15,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,66.0,12.683261,,10.498443,66.0,10.589435,2.0938267707824707
1,16,ATTACK,INPROGRESS,20.0,10.5,66.0,12.683261,,10.498443,66.0,10.589435,2.0938267707824707
1,17,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,66.0,12.683261,,10.499136,66.0,10.341564,2.3416969776153564
1,18,ATTACK,INPROGRESS,20.0,10.5,66.0,12.683261,,10.499136,66.0,10.341564,2.3416969776153564
1,19,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,66.0,12.683261,,10.499115,66.0,8.848594,3.834667444229126
1,20,RETREAT,"SUCCESS. Solved by move_to <10.5005,66.0,14.848593>",20.0,10.5,66.0,14.314979,,10.499603,66.0,9.399863,4.9151153564453125
1,21,APPROACH,SUCCESS. Solved by move_to mob1,20.0,10.5,66.0,12.683261,,10.499603,66.0,10.081504,2.601757049560547
1,22,ATTACK,INPROGRESS,20.0,10.5,66.0,12.683261,,10.499603,66.0,10.081504,2.601757049560547
