episode,tick,phase,goal_status,own_hp,own_x,own_y,own_z,mob_hp,mob_x,mob_y,mob_z,dist
1,1,approach,INPROGRESS,20.0,10.5,66.0,4.5,20.0,11.010826,66.0,14.093994,9.607583999633789
1,2,approach,SUCCESS. Solved by move_to mob1,18.5,11.320609,66.0,12.36181,20.0,10.903648,66.0,10.747803,1.6669957637786865
1,3,hit_1,INPROGRESS,18.5,11.320609,66.0,12.36181,14.096,10.903648,66.0,10.747803,1.6669957637786865
1,4,hit_1,SUCCESS. Solved by wait 20,20.0,11.320609,66.0,12.36181,14.096,10.430301,66.0,9.5548725,2.944748878479004
1,5,hit_2,INPROGRESS,20.0,11.320609,66.0,12.36181,8.191999,10.430301,66.0,9.5548725,2.944748878479004
1,6,hit_2,SUCCESS. Solved by wait 20,20.0,11.320609,66.0,12.36181,8.191999,10.051503,66.0,9.046505,3.5499119758605957
1,7,hit_3,INPROGRESS,20.0,11.320609,66.0,12.36181,2.2879992,10.150624,66.0,9.368771,3.213587999343872
1,8,hit_3,SUCCESS. Solved by wait 20,20.0,11.320609,66.0,12.36181,2.2879992,9.99409,66.0,9.162196,3.4636945724487305
1,9,hit_4,INPROGRESS,20.0,11.320609,66.0,12.36181,0.0,9.99409,66.0,9.162196,3.4636945724487305
1,10,hit_4,SUCCESS. Solved by wait 20,20.0,11.320609,66.0,12.36181,,,,,
