episode,tick,phase,goal_status,own_hp,own_x,own_y,own_z,mob_hp,mob_x,mob_y,mob_z,dist
1,1,equip,SUCCESS. Solved by select iron_sword,20.0,10.5,66.0,4.5,,,,,
1,2,ATTACK,INPROGRESS,20.0,10.5,66.0,4.5,,,,,
1,3,ATTACK,SUCCESS. Solved by wait 20,20.0,10.5,66.0,4.5,,10.519287,66.0,13.9296875,9.429707527160645
1,4,APPROACH,SUCCESS. Solved by move_to mob1,12.0,10.5,66.2215,10.5,,10.50293,66.0,10.45752,0.22555245459079742
1,5,RETREAT,"SUCCESS. Solved by move_to <10.090117,66.2215,16.443302>",15.0,10.5,65.9375,16.33609,,10.43335,66.0,11.119629,5.21726131439209
1,6,APPROACH,SUCCESS. Solved by move_to mob1,15.0,10.5,66.0,14.5,,10.476807,66.0,12.138428,2.3616862297058105
1,7,RETREAT,"SUCCESS. Solved by move_to <10.53573,66.0,18.138138>",17.0,10.5,65.9375,17.5,,10.488037,66.0,13.508301,3.992206335067749
1,8,RETREAT,"SUCCESS. Solved by move_to <10.506019,65.9375,19.508274>",18.0,10.5,66.0,19.410118,,10.49292,66.0,14.535889,4.874234676361084
1,9,APPROACH,SUCCESS. Solved by move_to mob1,11.0,10.5,65.9375,16.660381,,10.496826,65.9375,15.906006,0.7543821334838867
1,10,ATTACK,INPROGRESS,11.0,10.5,65.9375,16.660381,,10.49707,65.9375,16.020264,0.6401243805885315
1,11,ATTACK,SUCCESS. Solved by wait 20,13.0,10.5,65.9375,17.648085,,10.4973545,66.0,14.210745,3.437908887863159
1,12,ATTACK,INPROGRESS,13.0,10.5,65.9375,17.648085,,10.4973545,66.0,14.210745,3.437908887863159
1,13,ATTACK,SUCCESS. Solved by wait 20,14.833333,10.5,65.9375,17.648085,,10.4973545,66.0,12.222108,5.426337242126465
1,14,RETREAT,"SUCCESS. Solved by move_to <10.500279,65.9375,18.222107>",8.333332,10.5,66.21262,17.5,,10.499796,65.9375,16.424013,1.1106038093566895
1,15,ATTACK,INPROGRESS,8.333332,10.5,66.21262,17.5,,10.499796,65.9375,16.424013,1.1106038093566895
1,16,ATTACK,SUCCESS. Solved by wait 20,8.666666,10.5,65.9375,17.5,,10.499811,65.9375,15.726219,1.7737808227539062
1,17,ATTACK,INPROGRESS,8.666666,10.5,65.9375,17.5,,10.499811,65.9375,16.063133,1.4368667602539062
1,18,ATTACK,SUCCESS. Solved by wait 20,0.66666603,10.5,66.0,18.487703,,10.499889,65.9375,15.47566,3.0126912593841553
1,19,RETREAT,INPROGRESS,0.66666603,10.589613,66.0,18.57826,,10.499889,65.9375,15.81526,2.7651634216308594
1,20,RETREAT,INPROGRESS,0.66666603,10.589613,66.0,18.57826,,10.499889,65.9375,15.81526,2.7651634216308594
1,21,RETREAT,INPROGRESS,0.66666603,10.768838,66.0,18.75937,,10.499889,65.9375,16.1573,2.6166787147521973
1,22,RETREAT,INPROGRESS,0.66666603,10.5,66.0,18.5,,10.499889,65.9375,16.49983,2.001146078109741
