episode,tick,phase,goal_status,own_hp,own_x,own_y,own_z,mob_hp,mob_x,mob_y,mob_z,dist
1,1,approach,INPROGRESS,20.0,10.5,66.0,4.5,20.0,,,,
1,2,approach,SUCCESS. Solved by move_to mob1,17.0,10.5,66.0,13.671838,20.0,10.0373535,66.0,12.307861,1.4403033256530762
1,3,hit_1,INPROGRESS,17.0,10.5,66.0,13.671838,14.096,10.0373535,66.0,12.307861,1.4403033256530762
1,4,hit_1,SUCCESS. Solved by wait 20,19.0,10.5,66.0,13.671838,14.096,9.402878,66.0,10.424652,3.4275197982788086
1,5,hit_2,INPROGRESS,19.0,10.5,66.0,13.671838,8.191999,9.402878,66.0,10.424652,3.4275197982788086
1,6,hit_2,SUCCESS. Solved by wait 20,20.0,10.5,66.0,13.671838,8.191999,8.7703085,66.0,8.540703,5.414829730987549
1,7,hit_3,INPROGRESS,20.0,10.5,66.0,13.671838,8.191999,8.7703085,66.0,8.540703,5.414829730987549
1,8,hit_3,SUCCESS. Solved by wait 20,20.0,10.5,66.0,13.671838,8.191999,9.310836,66.0,9.600761,4.241199970245361
1,9,hit_4,INPROGRESS,20.0,10.5,66.0,13.671838,2.2879992,9.310836,66.0,9.600761,4.241199970245361
1,10,hit_4,SUCCESS. Solved by wait 20,20.0,10.5,66.0,13.671838,2.2879992,9.166424,66.0,9.385503,4.488996982574463
1,11,hit_5,INPROGRESS,20.0,10.5,66.0,13.671838,0.0,9.166424,66.0,9.385503,4.488996982574463
1,12,hit_5,SUCCESS. Solved by wait 20,20.0,10.5,66.0,13.671838,,,,,
